model,year,month,days_in_mo,scenario,gpp_gCm2d,rh_gCm2d,ra_gCm2d,lai_m2_m2
UKESM1-0-LL,1995,2,28,historical,1.1686706784,1.2355773696,0.43739924832000004,2.0183651
UKESM1-0-LL,1995,3,31,historical,3.9314217888,2.4935268096,1.4760797184,2.2344525
UKESM1-0-LL,1995,4,30,historical,6.7195462464,2.7098743967999996,2.5455638016,2.5460544
UKESM1-0-LL,1995,5,31,historical,8.883252288,4.2602092992,3.7231211519999996,2.8168526
UKESM1-0-LL,1995,6,30,historical,8.659589472,2.542377456,3.5054239104,2.9166257
UKESM1-0-LL,1995,7,31,historical,5.575244601600001,2.1929952096,2.9331506592,2.8672051
UKESM1-0-LL,1995,8,31,historical,4.058474112,1.7542076255999999,2.2025480256,2.7327824
UKESM1-0-LL,1995,9,30,historical,2.7984934079999997,1.2666984768,1.2799755648,2.6435804
UKESM1-0-LL,1995,10,31,historical,3.1197061440000002,0.8686994687999999,1.3181014656,2.5919416
UKESM1-0-LL,1995,11,30,historical,1.838148768,2.0216793024,0.7957652544,2.5027184
UKESM1-0-LL,1995,12,31,historical,0.433171152,1.7137837439999999,0.1625767632,2.333786
UKESM1-0-LL,1996,1,31,historical,0.51887505312,1.4045920128,0.22269895488,2.188911
UKESM1-0-LL,1996,2,29,historical,0.48063919968,1.134611712,0.16627028544,2.0581932
UKESM1-0-LL,1996,3,31,historical,3.222593856,1.943249184,1.136140992,2.1486812
UKESM1-0-LL,1996,4,30,historical,6.250768704,2.7141383232000003,2.1933263808,2.5128171
UKESM1-0-LL,1996,5,31,historical,8.318807136,3.4055179488,3.136861296,2.7866402
UKESM1-0-LL,1996,6,30,historical,7.792065216,3.789135936,3.7985464512,2.8721395
UKESM1-0-LL,1996,7,31,historical,7.304223168,2.0911144896,3.4116079392,2.864622
UKESM1-0-LL,1996,8,31,historical,6.4958022144,1.8567614016,3.1286908799999997,2.825334
UKESM1-0-LL,1996,9,30,historical,4.4199129600000004,1.226325744,1.9233837504,2.7823164
UKESM1-0-LL,1996,10,31,historical,2.2614454368,0.8722113696,0.885406032,2.6629312
UKESM1-0-LL,1996,11,30,historical,0.9530148096,0.8083106208,0.3661547328,2.4742317
UKESM1-0-LL,1996,12,31,historical,0.10486425887999999,0.8483748191999999,0.036841446432,2.2939858
UKESM1-0-LL,1997,1,31,historical,0.066636576288,1.162707696,0.025004194559999998,2.1115572
UKESM1-0-LL,1997,2,28,historical,0.8705803104000001,1.3592951711999999,0.30063317184,2.0241144
UKESM1-0-LL,1997,3,31,historical,2.4880922496,1.9091258495999999,0.8414669664,2.0881536
UKESM1-0-LL,1997,4,30,historical,5.250876623999999,2.795105664,1.9125571391999998,2.404808
UKESM1-0-LL,1997,5,31,historical,8.6669752896,3.2105505599999997,3.4574100480000003,2.7393923
UKESM1-0-LL,1997,6,30,historical,7.5521808,1.2419786592,3.7154050272,2.8513258
UKESM1-0-LL,1997,7,31,historical,4.22819136,1.7561693376,2.622036096,2.7792807
UKESM1-0-LL,1997,8,31,historical,3.2780698272,1.8617180832,1.7172073440000002,2.6486242
UKESM1-0-LL,1997,9,30,historical,4.0063403520000005,1.3757357952,1.8588674879999998,2.620205
UKESM1-0-LL,1997,10,31,historical,2.0581608384,0.8620458480000001,0.8232458976,2.5354087
UKESM1-0-LL,1997,11,30,historical,1.7690299776,2.5380464832,0.8918550144,2.4315317
UKESM1-0-LL,1997,12,31,historical,0.5592967488,0.7855476768,0.22644614016,2.2677186
UKESM1-0-LL,1998,1,31,historical,0.15042647808,0.8926900704,0.053011044864000004,2.106319
UKESM1-0-LL,1998,2,28,historical,0.29256593472,1.0969688736,0.10333794240000001,1.9518949
UKESM1-0-LL,1998,3,31,historical,0.6372582595199999,1.0573559856,0.2043963504,1.8654689
UKESM1-0-LL,1998,4,30,historical,5.096140704,2.3296102848,1.7611133184,2.2044349
UKESM1-0-LL,1998,5,31,historical,7.971337871999999,3.0752507519999996,2.810476224,2.6489906
UKESM1-0-LL,1998,6,30,historical,9.3630168,4.8324334752,3.9193511040000004,2.8876135
UKESM1-0-LL,1998,7,31,historical,7.440270335999999,3.3332428800000002,3.7622539583999997,2.8809404
UKESM1-0-LL,1998,8,31,historical,5.979695184,2.3237416512,3.0624088608,2.8048818
UKESM1-0-LL,1998,9,30,historical,4.872202876799999,1.3743954719999998,2.4146309952,2.7389438
UKESM1-0-LL,1998,10,31,historical,4.04056512,2.1025064159999998,1.8037655423999999,2.712003
UKESM1-0-LL,1998,11,30,historical,2.4263956512,1.9530898848,0.9503133408000001,2.6155682
UKESM1-0-LL,1998,12,31,historical,0.6693625728000001,1.8922123584,0.2641097664,2.4266493
UKESM1-0-LL,1999,1,31,historical,0.08196384384,1.2480516288,0.030507436511999997,2.2543285
UKESM1-0-LL,1999,2,28,historical,1.2459858047999999,1.3807534752000001,0.45487255968,2.1616325
UKESM1-0-LL,1999,3,31,historical,2.1286805184,1.76540472,0.7649802431999999,2.1872973
UKESM1-0-LL,1999,4,30,historical,6.040662912,2.5196286816,2.1467526336,2.4646194
UKESM1-0-LL,1999,5,31,historical,8.350426943999999,3.5372020032000004,3.2041567008,2.7613454
UKESM1-0-LL,1999,6,30,historical,9.4141054656,3.1876453152,4.0175384832,2.908125
UKESM1-0-LL,1999,7,31,historical,5.6493702720000005,1.597278096,2.8726845696,2.8559687
UKESM1-0-LL,1999,8,31,historical,3.220463232,1.8862437600000002,1.9124124192,2.7060544
UKESM1-0-LL,1999,9,30,historical,3.1901543712000002,1.431178416,1.5324506208000002,2.5900626
UKESM1-0-LL,1999,10,31,historical,3.4304764031999997,1.0741316256,1.3264985087999999,2.5906117
UKESM1-0-LL,1999,11,30,historical,1.3404986784,1.0610064288,0.5305476672,2.4649272
UKESM1-0-LL,1999,12,31,historical,0.7221755231999999,1.4243451264000002,0.3623048352,2.3191977
UKESM1-0-LL,2000,1,31,historical,0.16043330016000001,1.05577992,0.05702388768,2.1595302
UKESM1-0-LL,2000,2,29,historical,1.642880448,1.6889210208,0.63439863552,2.1145458
UKESM1-0-LL,2000,3,31,historical,2.9380300128,1.6592635295999998,1.0113064704,2.2000637
UKESM1-0-LL,2000,4,30,historical,5.2645078656,0.9744609312,1.8557000639999999,2.4914522
UKESM1-0-LL,2000,5,31,historical,7.25933664,2.2024687104,3.0269540160000004,2.7488806
UKESM1-0-LL,2000,6,30,historical,5.103203904,1.4445527040000001,2.7014119488,2.7606483
UKESM1-0-LL,2000,7,31,historical,3.1509136511999998,1.8287444736,1.8179809344,2.6662087
UKESM1-0-LL,2000,8,31,historical,2.1879597312,1.9810546271999998,1.2869603136,2.5233345
UKESM1-0-LL,2000,9,30,historical,1.8886167360000001,1.5084398016000002,0.9512485776,2.4063013
UKESM1-0-LL,2000,10,31,historical,1.528054848,0.9141535584,0.6341545296,2.3183784
UKESM1-0-LL,2000,11,30,historical,0.8059928544,0.9574390079999999,0.3371148288,2.1936445
UKESM1-0-LL,2000,12,31,historical,0.53316850752,1.0060111008,0.23514992928,2.069601
UKESM1-0-LL,2001,1,31,historical,0.13091023008,1.0923265152,0.04610732544,1.915644
UKESM1-0-LL,2001,2,28,historical,0.53524846656,1.0917016704,0.19753768512,1.806455
UKESM1-0-LL,2001,3,31,historical,1.3639815936000002,1.5280401600000002,0.45195479712,1.8477165
UKESM1-0-LL,2001,4,30,historical,5.328416736,2.4530072832,1.828951488,2.229851
UKESM1-0-LL,2001,5,31,historical,8.894118470399999,2.625709824,3.5955880992000004,2.7011073
UKESM1-0-LL,2001,6,30,historical,6.967086048,1.9075138848,3.2846637887999997,2.8184426
UKESM1-0-LL,2001,7,31,historical,3.7321502975999996,1.8358761024,2.0057546592,2.7098467
UKESM1-0-LL,2001,8,31,historical,2.5161120288,2.0118480192,1.4795557631999998,2.5513263
UKESM1-0-LL,2001,9,30,historical,3.7563289920000003,1.2845440512,1.6413378624000001,2.521517
UKESM1-0-LL,2001,10,31,historical,2.1677329727999997,0.9703487232000001,0.873970128,2.4891894
UKESM1-0-LL,2001,11,30,historical,1.8142782624,0.9953968607999999,0.7686173376,2.3904135
UKESM1-0-LL,2001,12,31,historical,0.3712183344,1.3146899616,0.14126367168,2.242579
UKESM1-0-LL,2002,1,31,historical,0.11172930048,1.1479746816,0.04883489136,2.0646846
UKESM1-0-LL,2002,2,28,historical,0.4468496544,1.0171010592,0.14787470592000002,1.931411
