datetime,NEP_median,NEP_lower95,NEP_upper95,GPP_median,Ra_median,Rh_median
2008-01-01,-0.1456852819364735,-0.7334702038731359,0.5391152241724926,1.3318975422854278,0.4701394057528353,1.046754488366309
2008-01-02,2.1420294433204297,0.8851133280598757,3.837066264359539,4.3128741883724295,1.5261648443670544,0.6710376607370068
2008-01-03,2.55244314423705,1.0366442632723298,4.687936461393336,5.2796607369097295,1.8676401285993336,0.889884080421518
2008-01-04,1.2172564990269195,-0.1295976560251666,3.0428403722109207,4.2164545538324685,1.47770939832297,1.5752892241433898
2008-01-05,-1.955461879989512,-2.9745400754251587,-0.9388985632249344,0.4394862376183397,0.1537556609345484,2.242218381672985
2008-01-06,-3.446512976134649,-5.87545455044771,-1.6127841907532936,0.4349312418821616,0.1517393109841466,3.821742138725458
2008-01-07,-3.890401428149184,-7.490840872680678,-1.4621095488683258,1.2506106252653892,0.437514581005059,4.872791744522042
2008-01-08,-3.8882232376946844,-6.503238269469888,-1.8619562835831767,0.20140109390753552,0.07041066886568081,4.062444642700937
2008-01-09,0.35512378617752755,-1.0370619210613374,2.196037904401975,3.8049533226561643,1.3319860467023228,2.086990893945174
2008-01-10,-1.6383363979254284,-2.853892850432749,-0.5877702286871399,1.1237378736911234,0.39441634726986524,2.398682651146369
2008-01-11,-1.4955920175585826,-2.269594737497581,-0.6734675119096639,0.5463187463720687,0.19163903877460223,1.8821386636744593
2008-01-12,1.1961270833504052,-0.4108148129074662,3.2353060645594045,4.791621831003958,1.6753041758370144,1.9315588602999767
2008-01-13,-1.4272797640059198,-2.0259579417821865,-0.708403123794389,0.3639681027187406,0.1270118722641015,1.6861685373458486
2008-01-14,-0.046695753985292465,-0.7546885311759657,0.7914042889996926,1.8007958972893678,0.6323244932657974,1.2529341030849706
2008-01-15,2.1769137188754906,0.7370434483025106,4.186992646879445,5.044774554431022,1.7666698088930464,1.1204719985035236
2008-01-16,0.9519817834365585,-0.23751249838979696,2.4359239934063517,3.623790669616268,1.2769631037736857,1.4881442228867074
2008-01-17,-1.0319164663896432,-1.6203209241755605,-0.262159176077538,0.9055170402347335,0.31901067100516,1.6308961563448134
2008-01-18,2.28932078818256,0.6942162188607031,4.4524395582808705,5.3939955372070845,1.9029476987794867,1.2366525038722767
2008-01-19,2.7808030081638693,1.1579734958123593,5.0826318127797006,5.575482206459943,1.954996735696627,0.8311425910813882
2008-01-20,3.1083593124618973,1.388913291683455,5.455376211357405,5.810733220998732,2.027369977876983,0.6769120590405191
2008-01-21,2.4555084622485257,0.8522343891316022,4.718211070248254,5.5296392796447975,1.9281255657969056,1.1350768893632055
2008-01-22,-0.22563509644385377,-0.9374762069625424,0.6279390604682349,1.6907090393165938,0.590959002187914,1.3722090545675973
2008-01-23,2.6680615509064936,0.9779203665242375,5.064681890774842,5.831465666856697,2.0376738870383906,1.12660358826413
2008-01-24,2.982506672280145,1.2857235931134108,5.340798344728144,5.8162475632059865,2.0299472658678352,0.7946109224430776
2008-01-25,2.107818658812797,0.7599606935215752,3.918354887606637,4.575249388861907,1.5933799920781597,0.8881033482440657
2008-01-26,-0.4197693053010228,-1.0762662883867198,0.31113495497285915,1.424936963655893,0.496146550695059,1.403427869058042
2008-01-27,1.9854129102038596,0.2054019059065778,4.327974443409841,5.797721360774451,2.021086795060709,1.8064106827823236
2008-01-28,-0.9602502500639012,-1.8815579078249525,0.1547642552277111,1.8895626813802011,0.6555747659443762,2.089436497792491
2008-01-29,-2.503601481797971,-3.969836041692152,-1.2808351292014795,0.23107471371071694,0.0797239418936023,2.6704065387983684
2008-01-30,3.153154982996541,1.320720963246242,5.638351929527624,6.280864183372433,2.1711698520422265,0.9312669455507625
2008-01-31,-0.25792459798744327,-0.870291462262679,0.4091307908824159,1.3813697169663892,0.4790765136647478,1.198875626712876
2008-02-01,-1.0430067885464487,-1.5421143782351838,-0.36662162732714676,0.6707999101884645,0.23099602140934017,1.5129620245126931
2008-02-02,2.302778313915603,0.3497849696110982,4.692318395367405,6.222933959422861,2.15411517467553,1.7918639612117588
2008-02-03,1.2639986340840896,-0.19422550430880361,3.217836618462627,4.750424763791977,1.6434109376181318,1.7825508355448023
2008-02-04,-3.0458025310097665,-5.2968875315674,-1.332791371370302,0.804870620177162,0.27779780055587405,3.590711786478829
