model,year,month,days_in_mo,scenario,gpp_gCm2d,rh_gCm2d,ra_gCm2d,lai_m2_m2,date
CESM2,1997,1,31,historical,0.1496025504,0.1391223168,0.12939808319999999,0.9939355,1997-01-01
CESM2,1997,2,28,historical,0.2129202288,0.44693609759999997,0.12096179711999999,0.39427477,1997-02-01
CESM2,1997,3,31,historical,0.40462560288,1.007508672,0.17667187775999998,0.38958403,1997-03-01
CESM2,1997,4,30,historical,0.47759544,1.1484186048,0.21192703488,0.39242917,1997-04-01
CESM2,1997,5,31,historical,3.0248029151999996,1.18235808,1.1015929152000001,1.1430367,1997-05-01
CESM2,1997,6,30,historical,6.100406784,1.3467986208,3.1234648896,2.3028967,1997-06-01
CESM2,1997,7,31,historical,4.304131775999999,0.8956507392,2.604792384,2.274386,1997-07-01
CESM2,1997,8,31,historical,2.5427903616,1.3390351488,1.1572049664,1.321727,1997-08-01
CESM2,1997,9,30,historical,1.5998572224,0.8728219584000001,0.8283696768,1.0356789,1997-09-01
CESM2,1997,10,31,historical,1.2498579072,0.7276533696,0.6728514048,1.0250844,1997-10-01
CESM2,1997,11,30,historical,0.5509150848000001,0.5283551808,0.3465038304,1.001028,1997-11-01
CESM2,1997,12,31,historical,0.28901199168,0.12683874239999998,0.22614599519999998,0.85025406,1997-12-01
CESM2,1998,1,31,historical,0.10614780864,0.018168077952,0.09852449472000001,0.40927222,1998-01-01
CESM2,1998,2,28,historical,0.30577976928,0.39468162815999996,0.14769060479999999,0.40474227,1998-02-01
CESM2,1998,3,31,historical,0.4650806592,0.8637147072,0.19724640480000002,0.40102622,1998-03-01
CESM2,1998,4,30,historical,1.0612168992,0.9631331136000001,0.43179212159999997,0.62527245,1998-04-01
CESM2,1998,5,31,historical,5.384621664,1.0195427231999998,2.1418831296,2.0364234,1998-05-01
CESM2,1998,6,30,historical,7.278372287999999,0.9451092096,4.210394256,2.7883976,1998-06-01
CESM2,1998,7,31,historical,5.8424201856,0.7597090656000001,3.5924016672,2.5294018,1998-07-01
CESM2,1998,8,31,historical,3.5466608159999997,0.8518220927999999,1.9684820448,1.7215348,1998-08-01
CESM2,1998,9,30,historical,2.4904612511999997,0.738998856,1.5952362048,1.4335831,1998-09-01
CESM2,1998,10,31,historical,1.3793787648000002,0.33159047328,0.9233541648,1.1655465,1998-10-01
CESM2,1998,11,30,historical,0.21065722272,0.24946632287999998,0.14727591936,0.43412057,1998-11-01
CESM2,1998,12,31,historical,0.11950127424,0.0946306368,0.11538785664,0.4331655,1998-12-01
CESM2,1999,1,31,historical,0.1218091392,0.035717506848,0.11040303456,0.42934,1999-01-01
CESM2,1999,2,28,historical,0.14747860512,0.054815913215999996,0.10629712511999999,0.42368734,1999-02-01
CESM2,1999,3,31,historical,0.3680200224,0.61210168992,0.16308387072000002,0.41714272,1999-03-01
CESM2,1999,4,30,historical,0.6132517344,0.9244888992,0.28426502016,0.43118486,1999-04-01
CESM2,1999,5,31,historical,3.0436649856,0.928698912,1.2196204127999999,1.1529603,1999-05-01
CESM2,1999,6,30,historical,8.124506928,0.9153883872,4.50174672,3.4483194,1999-06-01
CESM2,1999,7,31,historical,6.3019016064,0.41143470047999997,3.992261472,3.4475758,1999-07-01
CESM2,1999,8,31,historical,2.5333570368,0.59940797472,1.6407703008,1.8186512,1999-08-01
CESM2,1999,9,30,historical,0.3427769664,0.42148799712,0.25586076096,0.4334947,1999-09-01
CESM2,1999,10,31,historical,0.35844971904,0.45019295424,0.2405649888,0.43028688,1999-10-01
CESM2,1999,11,30,historical,0.1791368784,0.28028944512,0.13555997568,0.4126369,1999-11-01
CESM2,1999,12,31,historical,0.12979670688,0.056768031360000006,0.11600803584000001,0.4089722,1999-12-01
CESM2,2000,1,31,historical,0.13289527008,0.11512150271999999,0.11321857728,0.40329996,2000-01-01
CESM2,2000,2,29,historical,0.2905110144,0.62660816352,0.15602262336,0.39688125,2000-02-01
CESM2,2000,3,31,historical,0.41929783487999994,0.8510666111999999,0.21235618368,0.3912546,2000-03-01
CESM2,2000,4,30,historical,1.4604116832,0.8748236735999999,0.67671063359999994,0.81076777,2000-04-01
CESM2,2000,5,31,historical,6.553497888,0.7594873632,3.5681077152,2.8354743,2000-05-01
CESM2,2000,6,30,historical,5.5756767744,0.2929061952,4.002817219200001,3.501979,2000-06-01
CESM2,2000,7,31,historical,2.2128088031999997,0.30905700768,1.3451762016,1.4031744,2000-07-01
CESM2,2000,8,31,historical,0.7855757568,0.3844907136,0.5280877728000001,0.6420518,2000-08-01
CESM2,2000,9,30,historical,0.29734203168,0.5774686560000001,0.18623240064,0.40246394,2000-09-01
CESM2,2000,10,31,historical,0.9438770592000001,0.8147647008,0.6127073884800001,0.9713873,2000-10-01
CESM2,2000,11,30,historical,1.1264061312,0.47283434208,0.8266848767999999,1.8420722,2000-11-01
CESM2,2000,12,31,historical,0.3192012576,0.20964901248,0.27419812416,1.8091068,2000-12-01
CESM2,2001,1,31,historical,0.15007644576,0.11941583328,0.13108467168000001,0.4970186,2001-01-01
CESM2,2001,2,28,historical,0.20976448608,0.325177632,0.12622748832,0.35153803,2001-02-01
CESM2,2001,3,31,historical,0.32718502367999996,0.9757214208,0.1942975728,0.3452157,2001-03-01
CESM2,2001,4,30,historical,0.4774103712,1.3529965248,0.27144009792,0.3435677,2001-04-01
CESM2,2001,5,31,historical,3.242973888,1.5447988224,1.2604120991999999,1.064945,2001-05-01
CESM2,2001,6,30,historical,6.011605728,1.3282316928000002,3.387940992,2.4270213,2001-06-01
CESM2,2001,7,31,historical,4.6848642624,1.6331719392000001,2.5022603807999997,2.3968258,2001-07-01
CESM2,2001,8,31,historical,2.5880454719999997,1.021275216,1.2191956704,1.4381678,2001-08-01
CESM2,2001,9,30,historical,1.9268656704,1.0709473104,0.9714415968,1.2678238,2001-09-01
CESM2,2001,10,31,historical,1.4846355648,0.8765752608,0.7580283264,1.1602771,2001-10-01
CESM2,2001,11,30,historical,0.8013533472000001,0.55487716416,0.43901202528,1.1259652,2001-11-01
CESM2,2001,12,31,historical,0.44050605408,0.28222126272,0.3412892448,1.0842543,2001-12-01
CESM2,2002,1,31,historical,0.14938722431999998,0.05583739536,0.12823052544,0.43628734,2002-01-01
CESM2,2002,2,28,historical,0.193508784,0.2137090608,0.11590712064,0.35786232,2002-02-01
CESM2,2002,3,31,historical,0.36929349792,0.8376058368,0.16164496512,0.35428497,2002-03-01
CESM2,2002,4,30,historical,0.6988085568,1.0441855584,0.27938996928,0.44293755,2002-04-01
CESM2,2002,5,31,historical,5.208380352,1.0031630112,2.1830676768,1.8809515,2002-05-01
CESM2,2002,6,30,historical,6.9163632,0.7146182015999999,4.1777478432,2.8437006,2002-06-01
CESM2,2002,7,31,historical,3.816329472,0.48371353631999997,2.6311307328000004,2.2408857,2002-07-01
CESM2,2002,8,31,historical,1.5605187839999999,1.1987681184,0.7698217536,0.9934784,2002-08-01
CESM2,2002,9,30,historical,2.2672175616,0.60219288,1.6293801024,1.7699587,2002-09-01
CESM2,2002,10,31,historical,0.8145328895999999,0.3970175472,0.54065220768,0.83398354,2002-10-01
CESM2,2002,11,30,historical,0.24745296960000002,0.32723455679999996,0.15916419648,0.37429732,2002-11-01
CESM2,2002,12,31,historical,0.10996554816,0.211573728,0.10533828383999999,0.37391979,2002-12-01
CESM2,2003,1,31,historical,0.14870277216,0.15445852416,0.11251628352000001,0.3711121,2003-01-01
