year,month,gpp_kgC_m2_s,scenario,npp_kgC_m2_s,rh_kgC_m2_s,ra_kgC_m2_s,nbp_kgC_m2_s,lai_m2_m2,sw_down_sfc_W_m2,sw_up_sfc_W_m2,lw_down_atm_W_m2,lw_up_sfc_W_m2,latent_heat_W_m2,sensible_heat_W_m2
1980,1,4.153287e-09,historical,-2.2187119e-09,1.0301996e-08,6.371999e-09,-1.5759277e-08,1.4351444,31.057613,5.143606,287.90204,325.85342,7.81455,-14.148228
1980,2,6.820875e-09,historical,-6.0882466e-10,1.2071334e-08,7.4296995e-09,-1.5462337e-08,1.3985746,36.67841,5.5325623,312.3708,340.43994,12.496173,-10.075644
1980,3,1.4278973e-08,historical,5.68121e-09,1.3847159e-08,8.5977625e-09,-1.05681135e-08,1.3682214,94.08243,13.749207,310.37454,356.6469,25.48439,4.413262
1980,4,3.1562607e-08,historical,2.012366e-08,1.3070559e-08,1.1438948e-08,4.9789564e-09,1.5988039,177.2479,24.080536,292.80347,364.2335,42.51647,38.42709
1980,5,7.5023955e-08,historical,5.2376418e-08,1.1550232e-08,2.2647543e-08,3.9024382e-08,2.4918494,198.23381,27.678421,317.84186,373.03214,73.35519,36.447678
1980,6,1.1183726e-07,historical,6.892619e-08,1.6155953e-08,4.2911065e-08,5.1195197e-08,3.916782,213.75429,28.915466,364.4526,412.47028,95.78814,29.746511
1980,7,8.4167155e-08,historical,5.2511066e-08,1.2092132e-08,3.1656086e-08,3.560021e-08,3.214753,232.51483,31.420547,354.69943,419.66922,89.401596,40.03489
1980,8,3.4501443e-08,historical,1.5298717e-08,1.4913098e-08,1.9202727e-08,-9.389158e-09,1.7893806,150.00177,20.859955,351.62305,404.5604,49.856678,26.962435
1980,9,2.5163123e-08,historical,1.0776984e-08,1.5981792e-08,1.4386138e-08,-1.4047186e-08,1.647728,139.97174,20.10109,337.3341,397.1844,42.606678,16.331358
1980,10,1.3475449e-08,historical,3.0788077e-09,1.5185316e-08,1.0396641e-08,-1.9504371e-08,1.5872434,66.78872,9.971298,327.98883,367.98773,26.920624,-2.316601
1980,11,5.639272e-09,historical,-2.2048794e-09,1.2960841e-08,7.844152e-09,-2.1363187e-08,1.4560736,30.001328,4.706955,312.8829,344.90158,11.865734,-11.168296
1980,12,2.4888123e-09,historical,-2.4035647e-09,4.2747583e-09,4.892377e-09,-1.188275e-08,1.4247324,31.243038,5.774637,259.1459,306.48248,5.886814,-3.6931143
1981,1,2.5744034e-09,historical,-1.8822157e-09,1.2728724e-08,4.4566195e-09,-1.9074998e-08,0.8456707,27.959377,5.064354,304.8437,333.8298,7.3916273,-22.596823
1981,2,6.9710655e-09,historical,-1.3476649e-09,1.38191325e-08,8.318731e-09,-1.8968636e-08,1.9199353,48.66027,7.634117,299.1709,338.1496,17.83155,-14.382432
1981,3,1.4414772e-08,historical,5.3879403e-09,1.2528286e-08,9.026832e-09,-1.03913385e-08,2.0551553,111.602455,16.746704,287.2787,343.8236,24.687748,14.0905
1981,4,4.2985945e-08,historical,2.6946987e-08,1.2832561e-08,1.6038957e-08,1.1338385e-08,2.2230022,219.6228,29.605759,297.42752,382.1748,54.19659,38.426506
1981,5,8.242879e-08,historical,5.1407483e-08,1.1188691e-08,3.1021315e-08,3.7836543e-08,3.115572,204.48723,27.777695,321.53967,378.70688,75.64543,41.246246
1981,6,9.689046e-08,historical,5.5660422e-08,1.0496223e-08,4.1230038e-08,4.3109324e-08,4.4303436,178.73946,24.236816,345.31897,389.51312,76.1455,29.892225
1981,7,8.463078e-08,historical,3.8534587e-08,7.3291466e-09,4.609619e-08,2.9422335e-08,4.4941382,228.92331,30.80606,352.6923,415.90643,89.064476,38.625763
1981,8,3.9638763e-08,historical,2.0482776e-08,6.779406e-09,1.9155985e-08,9.011009e-09,2.360158,210.97206,31.55429,347.7846,424.14532,55.08743,42.39551
1981,9,1.7108585e-08,historical,6.793401e-09,9.803178e-09,1.0315183e-08,-7.131364e-09,1.415952,150.33276,24.617905,323.51526,393.72137,28.921242,27.308645
1981,10,8.181941e-09,historical,2.5677749e-09,1.04959765e-08,5.6141665e-09,-1.1589892e-08,0.80570674,89.42395,15.587395,313.7293,373.18414,17.305208,2.4746475
1981,11,4.5378887e-09,historical,-2.344444e-09,1.39125955e-08,6.8823325e-09,-1.9361378e-08,1.4980038,32.838036,5.365719,307.6375,343.93417,14.34426,-11.650537
1981,12,3.5711107e-09,historical,-3.69103e-09,1.0331118e-08,7.2621407e-09,-1.6667297e-08,2.3648922,21.543747,4.597534,291.42917,317.3989,9.017456,-6.72528
1982,1,4.107031e-09,historical,-3.5205752e-09,1.1051781e-08,7.627606e-09,-1.6934935e-08,2.3447917,26.529318,5.6459656,289.64227,320.02258,3.4389842,-11.458684
1982,2,5.462292e-09,historical,-9.872384e-10,7.0171966e-09,6.4495302e-09,-1.0058791e-08,2.1622415,61.437614,10.711922,270.51114,314.78732,11.400752,-1.4484444
1982,3,6.8769275e-09,historical,3.2875251e-09,1.7033363e-08,3.5894023e-09,-1.5543057e-08,0.6453779,131.74274,22.425407,274.58017,345.4581,16.162134,21.282658
1982,4,1.2629339e-08,historical,7.814601e-09,1.762142e-08,4.814737e-09,-1.13816085e-08,0.64204675,182.5262,28.080017,298.64984,370.8827,32.348457,38.814114
1982,5,4.701373e-08,historical,3.3625536e-08,1.5871581e-08,1.33881946e-08,1.636432e-08,1.4635241,201.46262,30.444855,317.15924,380.38455,54.462868,49.873596
1982,6,9.714011e-08,historical,6.763612e-08,1.5003447e-08,2.9503987e-08,5.1397667e-08,3.2235,249.65419,35.662903,341.20538,405.80286,91.2793,47.60542
1982,7,8.365076e-08,historical,4.947493e-08,1.2425742e-08,3.4175827e-08,3.5943263e-08,4.0997086,138.46143,19.161797,361.28702,395.0083,65.8441,18.99514
1982,8,3.9721638e-08,historical,2.8467195e-08,1.7053079e-08,1.1254444e-08,2.7251903e-09,2.0842915,179.16095,24.863937,351.37787,414.36383,53.056183,30.432362
1982,9,2.8046504e-08,historical,1.2790344e-08,1.2046734e-08,1.525616e-08,-7.118404e-09,1.9177917,132.3539,19.507248,335.5114,397.34937,32.95766,17.815817
1982,10,1.8018728e-08,historical,7.88623e-09,8.355036e-09,1.0132497e-08,-7.475501e-09,1.6803808,113.09346,18.186256,291.29147,370.77448,22.714289,-0.7772085
